GeoServer,ID GeoServer,Cartogip,ID Cartogip
PIGMA - Part des chômeurs de 55-64 ans / 15-64 ans en 2009,FeatureTypeInfoImpl--66b5f798:13ab2611fca:-29e1,socio_economique - Part des chômeurs de 55-64 ans (15-64),1035
GIP ATGeRi - OCS évolution entre 2000 et 2009 Extension 24 - Bêta,FeatureTypeInfoImpl--5f51174f:1530ef1e470:75a5,ocs - Evolution de la surface F entre 2000 et 2009,123
GIP ATGeRi - OCS évolution entre 2000 et 2009 Extension 33 - Bêta,FeatureTypeInfoImpl--5f51174f:1530ef53444:-4545,ocs - Evolution de la surface F entre 2000 et 2009,123
GIP ATGeRi - OCS évolution entre 2000 et 2009 Extension 40 - Bêta,FeatureTypeInfoImpl-375d97f6:1500390e6c2:-3588,ocs - Evolution de la surface F entre 2000 et 2009,123
GIP ATGeRi - OCS évolution entre 2000 et 2009 Extension 47 - Bêta,FeatureTypeInfoImpl--22d246a4:1523138923a:-6bd9,ocs - Evolution de la surface F entre 2000 et 2009,123
GIP ATGeRi - OCS évolution entre 2000 et 2009 Extension 64 - Bêta,FeatureTypeInfoImpl-375d97f6:1500390e6c2:-348f,ocs - Evolution de la surface F entre 2000 et 2009,123
DRAC - Périmètres de protection des monuments historiques (500m),FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7f63,patrimoine_culturel - Périmètre de protection des monuments historiques (500 m),167
INSEE - Part des chômeurs entre 15 et 24 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:403d,insee - Part des actifs occupés travaillant hors communes de résidence en 2007,729
INSEE - Part des chômeurs entre 25 et 54 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:4083,insee - Part des actifs occupés travaillant hors communes de résidence en 2007,729
INSEE - Part des chômeurs entre 55 et 64 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:41c1,insee - Part des actifs occupés travaillant hors communes de résidence en 2007,729
Rectorat - Etablissements du 2nd degré avec EPI (Novembre 2016),FeatureTypeInfoImpl--7b1f44fd:143069985a2:-1697,rectorat - Etablissements scolaires du 2nd degré (rectorat),110
INSEE - Taux de chômage entre 15 et 24 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:43e8,insee - Taux de croissance de la population entre 1962 et 2007,732
INSEE - Taux de chômage entre 15 et 64 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:4429,insee - Taux de croissance de la population entre 1962 et 2007,732
INSEE - Taux de chômage entre 25 et 54 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:4452,insee - Taux de croissance de la population entre 1962 et 2007,732
INSEE - Taux de chômage entre 55 et 64 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:44ac,insee - Taux de croissance de la population entre 1962 et 2007,732
CG47 - Réserves naturelles nationales,FeatureTypeInfoImpl--5738bcda:13cb7bf17f0:-7a01,carmen - Réserves naturelles nationales,1331
Vue Aérienne CUB 2008 20cm,CoverageInfoImpl-17928462:1343c2469d3:-726f,null - Vue aérienne CUB 2008,134
DDT 24 - Propriétés couvertes par un Plan Simple de Gestion,FeatureTypeInfoImpl-7a7bae0a:141b772d55a:182e,crpf - Plan simple de gestion,905
INSEE - Croissance de la population par commune de 1969 à 2012,FeatureTypeInfoImpl-48337e3e:150c868ce7e:3310,insee - Population par commune 2007,222
DRAAF - Itinéraires bois ronds,FeatureTypeInfoImpl--155706dd:1373c90c085:-7ffd,filiere_bois - Itinéraires des bois ronds,930
RFF - Projet LGV GPSO 1000m,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d6e,projets_infrastructures - Projet LGV GPSO au 10 12 2012,1010
ARS - PPR 64 - Périmètres de protection rapprochés des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-2d3e,ddtm47 - Périmètres de protection des captages AEP,494
ARS - Etablissements d'hébergement pour personnes agées,FeatureTypeInfoImpl-59b62a1c:15046737959:-5309,null - Etab. pour personnes agées,1838
ARS - PPE 24 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:14ca,ddtm47 - Périmètres de protection des captages AEP,494
ARS - PPE 33 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:1697,ddtm47 - Périmètres de protection des captages AEP,494
ARS - PPE 40 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:1769,ddtm47 - Périmètres de protection des captages AEP,494
ARS - PPE 47 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:469c,ddtm47 - Périmètres de protection des captages AEP,494
ARS - PPE 64 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:4704,ddtm47 - Périmètres de protection des captages AEP,494
ARS - PPI 24 - Périmètres de protection immédiats des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-706e,ddtm47 - Périmètres de protection des captages AEP,494
ARS - PPI 33 - Périmètres de protection immédiats des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-7056,ddtm47 - Périmètres de protection des captages AEP,494
ARS - PPI 47 - Périmètres de protection immédiats des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-7050,ddtm47 - Périmètres de protection des captages AEP,494
ARS - PPI 64 - Périmètres de protection immédiats des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-704e,ddtm47 - Périmètres de protection des captages AEP,494
ARS - PPR 24 - Périmètres de protection rapprochés des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-3b99,ddtm47 - Périmètres de protection des captages AEP,494
ARS - PPR 33 - Périmètres de protection rapprochés des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-304f,ddtm47 - Périmètres de protection des captages AEP,494
ARS - PPR 40 - Périmètres de protection rapprochés des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-304d,ddtm47 - Périmètres de protection des captages AEP,494
ARS - PPR 47 - Périmètres de protection rapprochés des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-304b,ddtm47 - Périmètres de protection des captages AEP,494
CA Cote Basque Adour - Etablissement pour Personnes Agées,FeatureTypeInfoImpl-2245790e:1419d44a43e:-2259,null - Etab. pour personnes agées,1838
ARS - PPI 40 - Périmètres de protection immédiats des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-7054,ddtm47 - Périmètres de protection des captages AEP,494
PIGMA - Part des actifs 15-24 ans / 15-24 ans en 2009,FeatureTypeInfoImpl-43d64256:13adb6ed203:-6671,socio_economique - Part actifs occupés de 15-24 ans,745
PIGMA - Part des actifs 25-54 ans / 25-54 ans en 2009,FeatureTypeInfoImpl-43d64256:13adb6ed203:4bd3,socio_economique - Part des actifs de 25-54 ans par rapport à la population des 25-54 ans,573
PIGMA - Part des actifs 55-64 ans / 55-64 ans en 2009,FeatureTypeInfoImpl-43d64256:13adb6ed203:5a6d,socio_economique - Part actifs occupés de 55-64 ans,756
PIGMA - Taux de chômage des 15-24 ans / 15-24 ans en 2009,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:-1f4d,socio_economique - Taux de chômage des 15-24 ans,346
PIGMA - Taux de chômage des 15-64 ans / 15-64 ans en 2009,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:34b3,socio_economique - Taux de chômage des 15-64 ans,347
PIGMA - Taux de chômage des 25-54 ans / 25-54 ans en 2009,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:7f44,socio_economique - Taux de chômage des 25-54 ans,1045
PIGMA - Taux de chômage des 55-64 ans / 55-64 ans en 2009,FeatureTypeInfoImpl--66b5f798:13ab2611fca:-5989,socio_economique - Taux de chômage des 55-64 ans,1038
IGN - BD Parcellaire 24 (raster),CoverageInfoImpl-27b64b81:13413b73026:b54,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN - BD Parcellaire 33 (raster),CoverageInfoImpl--4a735b4f:13d10d9dc8b:-76d0,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN - BD Parcellaire 40 (raster),CoverageInfoImpl--7498d948:1456a963756:2bff,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN - BD Parcellaire 47 (raster),CoverageInfoImpl--7498d948:1456ab556da:-7170,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN - BD Parcellaire 64 (raster),CoverageInfoImpl--40801fd5:13569610c66:-464d,cadastre - Lim. Communales - IGN - BD Parcellaire,477
DDTM40 - Point de prélèvement d'eau pour l'irrigation,FeatureTypeInfoImpl--3ace510b:13b99b4389f:-7ffd,ddtm47 - Points de prélèvements d'eau pour l'irrigation agricole,1265
Dreal-TRI-Hauteur eau Aléa Faible Proba-Debord,FeatureTypeInfoImpl-5a07631d:14d6640074d:-5fe6,wms_externe - Dreal-TRI-Hauteur eau Aléa Faible Proba-Subm,2010
Dreal-TRI-Hauteur eau Aléa Forte Proba-Debord,FeatureTypeInfoImpl-5a07631d:14d664b35cf:66a1,wms_externe - Dreal-TRI-Hauteur eau Aléa Forte Proba-Subm,2007
Rectorat - Etablissements du 1er degré Novembre 2016,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d80,rectorat - Etablissements scolaires du 2nd degré (rectorat),110
FD chasse 33 - Réserves de chasse et de faune sauvage,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dd8,null - Reserves nationales de chasse et faune sauvage,370
GIP ATGeRi- OCS évolution entre 2000 et 2009,FeatureTypeInfoImpl--bc07016:15722ad054c:-1e0b,ocs - Evolution de la surface F entre 2000 et 2009,123
GIP LITTORAL - OCS évolution entre 2000 et 2009,FeatureTypeInfoImpl--31e593a4:138fecfaf42:5a3d,ocs - Evolution de la surface N entre 2000 et 2009,325
PIGMA - Part des chômeurs de 15-24 ans / 15-64 ans en 2009,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:4cc,socio_economique - Part des chômeurs de 15-24 ans,1033
PIGMA - Part des chômeurs de 25-54 ans / 15-64 ans en 2009,FeatureTypeInfoImpl--66b5f798:13ab2611fca:-66c8,socio_economique - Part des chômeurs de 25-54 ans,1036
PIGMA - Part des chômeurs de 55-64 ans / 15-64 ans en 2009,FeatureTypeInfoImpl--66b5f798:13ab2611fca:-29e1,socio_economique - Part des chômeurs de 55-64 ans (15-64),1035
GIP ATGeRi - OCS évolution entre 2000 et 2009 Extension 24 - Bêta,FeatureTypeInfoImpl--5f51174f:1530ef1e470:75a5,ocs - Evolution de la surface F entre 2000 et 2009,123
GIP ATGeRi - OCS évolution entre 2000 et 2009 Extension 33 - Bêta,FeatureTypeInfoImpl--5f51174f:1530ef53444:-4545,ocs - Evolution de la surface F entre 2000 et 2009,123
GIP ATGeRi - OCS évolution entre 2000 et 2009 Extension 40 - Bêta,FeatureTypeInfoImpl-375d97f6:1500390e6c2:-3588,ocs - Evolution de la surface F entre 2000 et 2009,123
GIP ATGeRi - OCS évolution entre 2000 et 2009 Extension 47 - Bêta,FeatureTypeInfoImpl--22d246a4:1523138923a:-6bd9,ocs - Evolution de la surface F entre 2000 et 2009,123
GIP ATGeRi - OCS évolution entre 2000 et 2009 Extension 64 - Bêta,FeatureTypeInfoImpl-375d97f6:1500390e6c2:-348f,ocs - Evolution de la surface F entre 2000 et 2009,123
DRAC - Périmètres de protection des monuments historiques (500m),FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7f63,patrimoine_culturel - Périmètre de protection des monuments historiques (500 m),167
INSEE - Part des chômeurs entre 15 et 24 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:403d,insee - Part des actifs occupés travaillant hors communes de résidence en 2007,729
INSEE - Part des chômeurs entre 25 et 54 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:4083,insee - Part des actifs occupés travaillant hors communes de résidence en 2007,729
INSEE - Part des chômeurs entre 55 et 64 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:41c1,insee - Part des actifs occupés travaillant hors communes de résidence en 2007,729
Rectorat - Etablissements du 2nd degré avec EPI (Novembre 2016),FeatureTypeInfoImpl--7b1f44fd:143069985a2:-1697,rectorat - Etablissements scolaires du 2nd degré (rectorat),110
INSEE - Taux de chômage entre 15 et 24 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:43e8,insee - Taux de croissance de la population entre 1962 et 2007,732
INSEE - Taux de chômage entre 15 et 64 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:4429,insee - Taux de croissance de la population entre 1962 et 2007,732
INSEE - Taux de chômage entre 25 et 54 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:4452,insee - Taux de croissance de la population entre 1962 et 2007,732
INSEE - Taux de chômage entre 55 et 64 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:44ac,insee - Taux de croissance de la population entre 1962 et 2007,732
INSEE - Taux de chômage entre 55 et 64 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:44ac,insee - Taux de croissance de la population entre 1962 et 2007,732
SRCE_2014_EF_IT  - Projet LGV GPSO - Priorité 2014-2030,FeatureTypeInfoImpl--1349261:1431092c4c4:6d3c,projets_infrastructures - Projet LGV GPSO au 10 12 2012,1010
CC Montesquieu - Cadastre 2012 - Parcelles,FeatureTypeInfoImpl-4e3547f4:13c6cc45535:-9d5,cadastre - Parcelles,106
CC Montesquieu - Cadastre 2012 - Sections,FeatureTypeInfoImpl-4e3547f4:13c6cc45535:-9bd,cadastre - Sections,1749
DREAL - ICPE,FeatureTypeInfoImpl--7b1a2e47:1511b4833d4:4062,dreal - ICPE industries (DREAL),109
IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e,ifn - Dégâts IFN 1999,237
Cadastre - Parcelles cadastrales (IGN BDParcellaire) Nov 2013,FeatureTypeInfoImpl-3e4679f5:133887f8025:-7df9,cadastre - Parcelles,106
Cadastre 33 - Parcelles cadastrales (IGN BDParcellaire),FeatureTypeInfoImpl--2168f1ae:143c012c583:4781,cadastre - Parcelles,106
Cadastre - Sections cadastrales (IGN BDParcellaire) Nov 2013,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-76ba,cadastre - Sections,1749
Cadastre 33 - Sections cadastrales (IGN BDParcellaire),FeatureTypeInfoImpl--2168f1ae:143c012c583:478f,cadastre - Sections,1749
SDIS - Centres de secours,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d5c,sdis - Secours,1100
IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff,null - Scan 1000 IGN,582
Urbanisme - 33 - Zonages urbanisme,FeatureTypeInfoImpl-2c34a65b:13f9e7c9256:f17,null - DDTM40 - Zonages urbanisme,1285
ARS - Etablissements médico-sociaux,FeatureTypeInfoImpl-f93348d:15143422d5c:35d6,ars - Etablissements médico-sociaux (Décembre 2014),1629
ARS - Etablissements de santé,FeatureTypeInfoImpl-f93348d:1514378713f:22b,ddtm47 - Etablissements de santé,944
IGN - Scan 250,CoverageInfoImpl--7051f1f4:13242bcf565:-7ffe,null - Scan 1000 IGN,582
CR Aquitaine - Cantons 2015,FeatureTypeInfoImpl--52fb10a8:14c3174f0bb:-3557,gip_atgeri - Cantons 2015,225
Dreal - TRI - Communes,FeatureTypeInfoImpl-749b820c:14d29db9f86:-3f40,dreal - Communes classées en Loi Littoral,252
IGN - Scan 100,CoverageInfoImpl-1b853102:14058ffa22c:7c5c,null - Scan 1000 IGN,582
Urbanisme - CUB Zonages,FeatureTypeInfoImpl-347005a3:14560412e9e:3afc,null - DDTM40 - Zonages urbanisme,1285
DDCSPP 47 - Elevages bovins,FeatureTypeInfoImpl-48337e3e:150c7ccc759:2fa2,ddpp - Elevages de bovins,1828
DRAC - Service d'Archives,FeatureTypeInfoImpl--15513d29:1338db5f360:-7bcb,patrimoine_culturel - Service d'archives,196
DRAC - Monuments historiques,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7fa3,patrimoine_culturel - Périmètre de protection des monuments historiques (500 m),167
Vue Aérienne 2004-2008 50cm,CoverageInfoImpl--25674c34:158ce250908:42c3,wms_externe - Vue aérienne 2004-2008,1901
INOC - Toponymes Occitans,FeatureTypeInfoImpl-36b5020a:142943853a4:2c69,public - Toponymes occitans,217
SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79,bdtopo - Cours d'eau,1186
Urbanisme - Landes Zonages,FeatureTypeInfoImpl--69a2e1b0:143720ddf42:-3f9b,null - Zonages des Landes,799
Urbanisme - Landes Informations linéaires,FeatureTypeInfoImpl--69a2e1b0:143726857b1:-20e5,null - Informations des Landes,797
Urbanisme - Landes Informations surfaciques,FeatureTypeInfoImpl--69a2e1b0:143726857b1:-15fd,null - Informations des Landes,797
Urbanisme - Landes Prescriptions linéaires,FeatureTypeInfoImpl--69a2e1b0:143726857b1:4b42,null - Prescriptions des Landes,634
Urbanisme - Landes Prescriptions ponctuelles,FeatureTypeInfoImpl--69a2e1b0:143726857b1:687e,null - Prescriptions des Landes,634
Urbanisme - Landes Prescriptions surfaciques,FeatureTypeInfoImpl--69a2e1b0:143726857b1:68f9,null - Prescriptions des Landes,634
IGN BD TOPO - Bati Industriel,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e4e,bdtopo - Bati industriel,1192
DRAAF - Sites de stockage,FeatureTypeInfoImpl--155706dd:1373c90c085:-7ff7,filiere_bois - Points d'entrée des sites de stockage,575
IGN BD TOPO -  Bati remarquable,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e48,bdtopo - Bati remarquable,1183
PIGMA - Population commune 2009,FeatureTypeInfoImpl-186890ab:15a3c47cdb1:619c,insee - Population par commune 2007,222
PIGMA - Population iris 2009,FeatureTypeInfoImpl-186890ab:15a3cd2d1e6:-352c,insee - Population iris 2007,307
IGN BD TOPO - Troncons cours d'eau,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e62,bdtopo - Cours d'eau,1186
RFF - Réseau ferré Aquitain et Poitou-Charentes,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d68,bdtopo - Réseau ferré,480
IGN BD TOPO - Troncons cours d'eau - Région étendue,FeatureTypeInfoImpl--2c77ddf1:14bdb2da1a3:5823,bdtopo - Cours d'eau,1186
SDIS 64 - PAI Espaces naturels,FeatureTypeInfoImpl--1e53a2c2:13f56e5d5ab:2d71,sdis - Points eau naturels,1247
SRCE - OA Cours d'eau à préserver,FeatureTypeInfoImpl-4d80d622:153a8791791:336b,bdtopo - Cours d'eau,1186
SRCE - OA Cours d'eau à restaurer,FeatureTypeInfoImpl-4d80d622:153a8791791:33d7,bdtopo - Cours d'eau,1186
SRCE_2014 Cours d'eau de la trame bleu,FeatureTypeInfoImpl--1349261:1431092c4c4:6d3a,bdtopo - Cours d'eau,1186
SRCE - EF Obstacles sur les cours d'eau de la Trame bleue,FeatureTypeInfoImpl--1349261:1431092c4c4:6d3f,bdtopo - Cours d'eau,1186
SRCE_2014_AE  - Autres cours d'eau hors trame bleue,FeatureTypeInfoImpl--1349261:1431092c4c4:6d41,bdtopo - Cours d'eau,1186
SRCE - Cours d'eau trame bleue - Septembre 2012,FeatureTypeInfoImpl--79c0e61c:13af981713e:-7d20,bdtopo - Cours d'eau,1186
SRCE - Proposition ajout cours d'eau TB - Mai 2013,FeatureTypeInfoImpl-5c3c0fbe:13ee3b701c3:-5a21,bdtopo - Cours d'eau,1186
SRCE  - RB obligatoires hors cours d'eau,FeatureTypeInfoImpl--4a30557a:13af28f792b:992,bdtopo - Cours d'eau,1186
BxM - Atelier pistes cyclables,FeatureTypeInfoImpl-34ef02ac:14b7323a6fc:225a,piste_cyclable - Pistes cyclables,876
BD Ortho 2012 NB 1m,CoverageInfoImpl-7738d5f9:1587334561f:-6f6c,raster - BD ORTHO 2015 25cm,1716
TIGF - Stations de compression,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-7884,tigf - Station de compression (TIGF),649
Urbanisme - Gironde Zonages,FeatureTypeInfoImpl--266e24e3:148592967ca:-3530,null - DDTM40 - Zonages urbanisme,1285
ARS - Soins intensifs (Réservé ARS),FeatureTypeInfoImpl-29107397:1504bfcb2ce:949,ars - Services de soins intensifs,1110
CR Aquitaine - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl-10996a3e:15355fc0fb6:5e0d,geofla - Contour Nouvelle Aquitaine,1861
