GeoServer,ID GeoServer,GeoNetwork,ID GeoNetwork
IGN BD TOPO - Routes principales,FeatureTypeInfoImpl-75428ea9:14d43502664:6fb0,BXM - Axes de routes issus de la BD TOPO IGN 2007 sur Bordeaux Métropole,3f44e63a-2a0c-4dae-9822-80b1071fb353
IGN BD TOPO - Routes secondaires,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e2c,BXM - Axes de routes issus de la BD TOPO IGN 2007 sur Bordeaux Métropole,3f44e63a-2a0c-4dae-9822-80b1071fb353
PIGMA - Emplacement des établissements scolaires du 2nd degré,FeatureTypeInfoImpl--7b1f44fd:143069985a2:-170f,PIGMA - Aquitaine : Bâtiments et terrains de sport des établissements scolaires du 2nd degré,e7820fce-d56a-4cd0-aa2d-f64f0fdf3035
ARS - Etablissements d'hébergement pour personnes agées,FeatureTypeInfoImpl-59b62a1c:15046737959:-5309,ARS - Aquitaine : Etablissements pour personnes âgées,1fb1f7df-0676-4cc0-ae0c-e307d48b442f
IGN BD TOPO - Lignes orographiques,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e5a,BXM - Réseau de lignes électriques à haute et très haute tension issu de la BD TOPO IGN 2007 Sur Bordeaux Métropole,4a7f0ccd-7664-42bb-83e9-ff223cb2ccec
IGN BD TOPO - Troncons cours d'eau,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e62,BXM - Points d'eau servant à l'alimentation en eau potable issus de la BD TOPO IGN 2007 sur Bordeaux Métropole,e92103b4-76e7-4a54-8ea1-66d334a1c4d8
ARS - PPE 24 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:14ca,ARS - Aquitaine: périmètres de protection éloigné des captages d'eau,bf87f09d-e749-4a63-a842-66476364a03c
ARS - PPE 33 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:1697,ARS - Aquitaine: périmètres de protection éloigné des captages d'eau,bf87f09d-e749-4a63-a842-66476364a03c
ARS - PPE 40 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:1769,ARS - Aquitaine: périmètres de protection éloigné des captages d'eau,bf87f09d-e749-4a63-a842-66476364a03c
ARS - PPE 47 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:469c,ARS - Aquitaine: périmètres de protection éloigné des captages d'eau,bf87f09d-e749-4a63-a842-66476364a03c
ARS - PPE 64 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:4704,ARS - Aquitaine: périmètres de protection éloigné des captages d'eau,bf87f09d-e749-4a63-a842-66476364a03c
ARS - PPI 24 - Périmètres de protection immédiats des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-706e,ARS - Aquitaine: périmètres de protection immédiat des captages d'eau,8d838358-1264-426a-9a75-fa1f3228d315
ARS - PPI 33 - Périmètres de protection immédiats des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-7056,ARS - Aquitaine: périmètres de protection immédiat des captages d'eau,8d838358-1264-426a-9a75-fa1f3228d315
ARS - PPI 40 - Périmètres de protection immédiats des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-7054,ARS - Aquitaine: périmètres de protection immédiat des captages d'eau,8d838358-1264-426a-9a75-fa1f3228d315
ARS - PPI 47 - Périmètres de protection immédiats des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-7050,ARS - Aquitaine: périmètres de protection immédiat des captages d'eau,8d838358-1264-426a-9a75-fa1f3228d315
ARS - PPI 64 - Périmètres de protection immédiats des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-704e,ARS - Aquitaine: périmètres de protection immédiat des captages d'eau,8d838358-1264-426a-9a75-fa1f3228d315
ARS - PPR 24 - Périmètres de protection rapprochés des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-3b99,ARS - Aquitaine : périmètres de protection rapproché des captages d'eau,a1429db0-e1df-4176-b759-1583f160d1c3
ARS - PPR 33 - Périmètres de protection rapprochés des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-304f,ARS - Aquitaine : périmètres de protection rapproché des captages d'eau,a1429db0-e1df-4176-b759-1583f160d1c3
ARS - PPR 40 - Périmètres de protection rapprochés des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-304d,ARS - Aquitaine : périmètres de protection rapproché des captages d'eau,a1429db0-e1df-4176-b759-1583f160d1c3
ARS - PPR 47 - Périmètres de protection rapprochés des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-304b,ARS - Aquitaine : périmètres de protection rapproché des captages d'eau,a1429db0-e1df-4176-b759-1583f160d1c3
ARS - PPR 64 - Périmètres de protection rapprochés des captages,FeatureTypeInfoImpl--1812fe21:13fed2fbc91:-2d3e,ARS - Aquitaine : périmètres de protection rapproché des captages d'eau,a1429db0-e1df-4176-b759-1583f160d1c3
IGN BD TOPO -  Bati remarquable,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e48,BXM - Constructions ponctuelles de faibles emprises et de grandes hauteurs issues de la BD TOPO IGN 2007  (antenne, cheminée...) sur Bordeaux Métropole,ae85a926-c605-42b5-8caf-9e729b262c99
IGN BD TOPO -  Lieux-dits non habité,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e6e,BXM - Constructions ponctuelles de faibles emprises et de grandes hauteurs issues de la BD TOPO IGN 2007  (antenne, cheminée...) sur Bordeaux Métropole,ae85a926-c605-42b5-8caf-9e729b262c99
Rectorat - Etablissements du 2nd degré avec EPI (Novembre 2016),FeatureTypeInfoImpl--7b1f44fd:143069985a2:-1697,RECTORAT - Aquitaine : Etablissements du second degré avec Enquête Parc Immobilier (EPI),d66a7aef-2b1c-4ded-b9c8-ae50fd2dbd85
IGN BD TOPO - Point d'eau - Région étendue,FeatureTypeInfoImpl--2c77ddf1:14bdae1b5e9:3137,BXM - Points d'eau servant à l'alimentation en eau potable issus de la BD TOPO IGN 2007 sur Bordeaux Métropole,e92103b4-76e7-4a54-8ea1-66d334a1c4d8
CR Aqutaine - Houle nearshore - Calcul des potentiels technico-économiques hydrolien,FeatureTypeInfoImpl-40b93b40:14ae3e03095:2e67,CRA - Littoral Aquitain : Calculs des potentiels technico-économiques : houle nearshore,967c9dd1-df24-4c73-9235-d4e69285ae3e
CR Aqutaine - Houle offshore - Calcul des potentiels technico-économiques hydrolien,FeatureTypeInfoImpl-40b93b40:14ae3f8038a:5c93,CRA - Littoral Aquitain : Calculs des potentiels technico-économiques : houle offshore,05fa85cc-ea41-4060-a94f-548841852c6e
GeoTransfert - Evolution du trait de côte entre 2010 et 2012,FeatureTypeInfoImpl-2245790e:1419c920d26:-3b08,EPOC - Littoral aquitain : évolution du trait de côte 2010 - 2012,f3eaaf2c-aee5-48f0-b5ad-cdf5d9a7affb
GeoTransfert - Evolution du trait de côte entre 2012 et 2013,FeatureTypeInfoImpl-2245790e:1419c920d26:-3af2,EPOC - Littoral aquitain : évolution du trait de côte 2012 - 2013,96c43064-31ea-4f7d-bd95-c5abc598b2ba
IGN BD TOPO - Réservoir d'eau - Région étendue,FeatureTypeInfoImpl--2c77ddf1:14bdb1221c9:330c,BXM - Points d'eau servant à l'alimentation en eau potable issus de la BD TOPO IGN 2007 sur Bordeaux Métropole,e92103b4-76e7-4a54-8ea1-66d334a1c4d8
EHLG_Referenciel agricole sur le Pays Basque entre 2000 et 2010,FeatureTypeInfoImpl-223d3190:153141fe3c0:-3923,EHLG - Pays-Basque : Évolution des données du recensement agricole entre 2000 et 2010,d69ea91d-7297-4d13-a67f-313fbfadbdf6
CR Aqutaine - Points pose Estuaire Gironde - Calcul des potentiels technico-économiques hydrolien,FeatureTypeInfoImpl-2913d3a8:14ae7bfd241:-52c4,CRA - Littoral Aquitain : Calculs des potentiels technico-économiques : hydrolien (points de pose potentiels sur l'estuaire de la Gironde),44bb7084-444e-4a30-85a8-86c082685469
IGN BD TOPO - Troncons cours d'eau - Région étendue,FeatureTypeInfoImpl--2c77ddf1:14bdb2da1a3:5823,BXM - Points d'eau servant à l'alimentation en eau potable issus de la BD TOPO IGN 2007 sur Bordeaux Métropole,e92103b4-76e7-4a54-8ea1-66d334a1c4d8
CDC Estuaire - Habitats d'intérêt communautaire de la ZSC (Zones Spéciales de Conservation),FeatureTypeInfoImpl--60d2bb13:13cb4eacc01:-f00,CC_ESTUAIRE - Communauté de Communes de l'Estuaire : Habitats naturels d'intérêt communautaire de la Zone Spéciale de Conservation (ZSC/Natura 2000),4c4607f6-2b3c-4a02-a3e5-8b0e5a07b857
CR Aqutaine - Points pose Estuaire Adour - Calcul des potentiels technico-économiques hydrolien,FeatureTypeInfoImpl-2913d3a8:14ae788d65c:71c,CRA - Littoral Aquitain : Calculs des potentiels technico-économiques : hydrolien (points de pose sur l'estuaire de l'Adour),7a2bc382-3d0f-4c40-a3db-b87663c1ac26
CR Aqutaine - Zones pose Estuaire Gironde - Calcul des potentiels technico-économiques hydrolien,FeatureTypeInfoImpl-40b93b40:14ae38bb7c3:62de,CRA - Littoral Aquitain : Calculs des potentiels technico-économiques : hydrolien (points de pose potentiels sur l'estuaire de la Gironde),44bb7084-444e-4a30-85a8-86c082685469
CR Aqutaine - Zones pose Garonne - Calcul des potentiels technico-économiques hydrolien,FeatureTypeInfoImpl-2913d3a8:14ae7b6672d:32c7,CRA - Littoral Aquitain : Calculs des potentiels technico-économiques : hydrolien (points de pose potentiels sur l'estuaire de la Gironde),44bb7084-444e-4a30-85a8-86c082685469
CR Aqutaine - Zones pose Dordogne - Calcul des potentiels technico-économiques hydrolien,FeatureTypeInfoImpl-2913d3a8:14ae79fbdaa:2531,CRA - Littoral Aquitain : Calculs des potentiels technico-économiques : hydrolien (points de pose potentiels sur l'estuaire de la Gironde),44bb7084-444e-4a30-85a8-86c082685469
CR Aqutaine - Zones pose Estuaire Adour - Calcul des potentiels technico-économiques hydrolien,FeatureTypeInfoImpl-40b93b40:14ae3a76112:-4b10,CRA - Littoral Aquitain : Calculs des potentiels technico-économiques : hydrolien (points de pose sur l'estuaire de l'Adour),7a2bc382-3d0f-4c40-a3db-b87663c1ac26
CR Aqutaine - Zones pose Bassin Arcachon - Calcul des potentiels technico-économiques hydrolien,FeatureTypeInfoImpl-40b93b40:14ae42b46ba:6577,CRA - Littoral Aquitain : Calculs des potentiels technico-économiques : hydrolien (zones potentielles sur le Bassin d'Arcachon),f7b4f825-d729-4f83-b419-9aaf80abd75a
ARS - Etablissements médico-sociaux,FeatureTypeInfoImpl-f93348d:15143422d5c:35d6,ARS - Aquitaine : Etablissements médico-sociaux,69780582-06e5-4fb1-a226-95b7cb7cc1eb
ARS - Etablissements de santé,FeatureTypeInfoImpl-f93348d:1514378713f:22b,ARS - Aquitaine : Etablissements de santé - Surveillance continue,84b1c206-9c34-4dab-9452-2b52fbfd4400
CA Grand Dax - Réseau Couralin,FeatureTypeInfoImpl--6dc709cf:14d4db704a4:-5426,CAGRANDDAX - Communauté d'Agglomération du Grand Dax : Transport - réseau Couralin,b909f031-1793-486e-b3cf-de55e15821ad
CC Montesquieu - Zones d'activités,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f1e,CCM - Communauté de Communes de Montesquieu : Zones d'activités,357dd2e4-42fd-43d9-b6e9-1d5d5f61b6cf
CG 24 - Arrêts de bus scolaires,FeatureTypeInfoImpl-3bfe5701:132aac45f9e:-7dda,CD24 - Dordogne : arrêts de bus scolaires,2c5120ec-6d19-4c18-b04c-f16090f5b902
CG 24 - Stations d'épuration,FeatureTypeInfoImpl-91f625d:140546729a4:3b11,CD24 - Dordogne : Stations d'épuration (STEP),0533221b-2769-4974-82fc-85e33a691c3d
CG 64 - Routes départementales,FeatureTypeInfoImpl--19dd5131:13b23707cad:-68b6,CD64 - Positionnement des carrefours entre routes départementales,c3b67754-c625-49a1-86b9-237b814b5607
Chambre agriculture 33 - Marchés de producteurs,FeatureTypeInfoImpl-5c8f87e1:14407aa6100:175a,CA33 - Gironde: Marchés de producteurs,50fb2c6a-816c-4868-9b2c-900c82035f6e
Chambre agriculture 64 - Elevages par commune,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dca,CA64 - Pyrénées-Atlantiques : Elevages par commune,1973668e-5009-4c07-a7ae-e3a86c3c62db
Chambre agriculture 64 - Industries agro-alimentaires,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dcc,CA64 - Pyrénées-Atlantiques : localisation des industries agro-alimentaires,c0ce60ca-7d4c-4f4f-a987-ec5be653b7e4
CR Aquitaine - Cantons 2015,FeatureTypeInfoImpl--52fb10a8:14c3174f0bb:-3557,CRA - Aquitaine : Carte des nouveaux cantons suite au redécoupage cantonal pour 2015,49d8a7b9-2b62-40b9-b37c-132d61a2af04
SIRTAQUI - Activités de loisirs,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-45ff,SIRTAQUI2 - Aquitaine : Activités de loisirs,d02d7c0b-e65e-4863-9158-f2eff1303bf2
SIRTAQUI - Hébergements collectifs,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-4564,SIRTAQUI2 - Aquitaine : Hébergements collectifs,06db56e1-6560-4f72-a156-3965868205f8
SIRTAQUI - Patrimoine Culturel,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-4521,SIRTAQUI2 - Aquitaine : Patrimoine culturel,054bc486-096d-4578-899e-09be60060eaf
SIRTAQUI - Sites de dégustations,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-44d0,SIRTAQUI2 - Aquitaine : Sites de dégustations,90bfc350-c7b7-4ed9-b453-cf7b92606a7f
SIRTAQUI - Sites naturels,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-44ce,SIRTAQUI2 - Aquitaine : Sites naturels,b29e5576-7394-44f7-a940-1c39cbc644ef
SIRTAQUI - Villages de vacances,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-44c1,SIRTAQUI2 - Aquitaine : Villages de Vacances,6b5cb51f-850a-4b0b-9961-a34870443fee
DDT 47 - Bruit Assiette,FeatureTypeInfoImpl-1bfa188e:149ec3ed113:199e,DDT_47 - Lot-et-Garonne : Bruit Assiette,76041514-1be8-4194-8112-74a1e0c75037
DDTM40 - Réseau territorial,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d8a,DDTM40 - Landes : Réseau territorial par communes,2788f14b-b7b3-4517-9278-296a2b5dd3fb
DILA - Services publics,FeatureTypeInfoImpl--14a5fc34:134d6347150:-7d52,DILA - Aquitaine : Services publics de la DILA,ff0e1c39-9a17-4cd7-aeb2-e61c9493846c
DREAL - Tronçons de digue,FeatureTypeInfoImpl-328c2f39:15336bf66bf:5d26,DREAL2 - Nouvelle-Aquitaine : Recensement des tronçons de digue,1413758e-02e5-4792-9f04-11b83b631ec5
EPIDOR - Habitats industries,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e16,EPIDOR - Bassin versant de la Dordogne : Habitats industries,8d4f4d9c-9e36-4b47-a6b3-33fe4647eb09
EPIDOR - Sports et loisirs,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e10,EPIDOR - Bassin versant de la Dordogne : Sports et loisirs,bada2a6a-e2de-466f-accb-f1adbc648700
EPIDOR - En cours de reconnaissance,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e12,EPIDOR - Bassin versant de la Dordogne : Périmètre de la zone en cours de reconnaissance,1040bf5f-6758-4afa-b645-7cd36f2d5853
EPIDROPT - Arbres instables Ap,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7ea4,EPIDROPT1 - Dordogne et Lot-et-Garonne : arbres instables de la ripisylve du Dropt,7ffc0aea-d486-4194-98de-0ae473620da5
EPIDROPT - Arbres instables Api,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e9e,EPIDROPT1 - Dordogne et Lot-et-Garonne : arbres instables de la ripisylve du Dropt,7ffc0aea-d486-4194-98de-0ae473620da5
EPIDROPT - Végétation aquatique vaq,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7ea6,EPIDROPT1 - Dordogne et Lot-et-Garonne : végétation aquatique de la ripisylve du Dropt,e4499455-94b3-4cc9-b0b1-58648369d753
ERDF - Poste électrique,FeatureTypeInfoImpl--433409c9:133c599c9af:-7d0f,ERDF - Midi-Pyrénées : Poste électrique,b60fe85a-e548-4e1a-9248-fd7105500583
FD pêche 33 - Contextes piscicoles,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dac,FDP33 - Gironde : Contextes piscicoles (PDPG),ca610ff5-fe9a-473f-861a-cc8bd1c2b26c
GIP PQA - Quartiers prioritaires,FeatureTypeInfoImpl--b4fb97c:15375ef25c4:-6e8c,GIP_PQA - Nouvelle Aquitaine : périmètres des quartiers prioritaires de la politique de la ville,09e85dd6-c8c0-47d4-9459-4d46694a52a7
Pays du Grand Bergeracois - Offices de tourisme,FeatureTypeInfoImpl--6dc8b695:14931910cfa:5e07,PGB - Pays du Grand Bergeracois : Offices de Tourisme,704f1b23-4d15-4d3a-84f9-57915555a159
SMAVLOT - Communes su SMAVLOT,FeatureTypeInfoImpl-14757e89:141c6cacc4c:-3bf4,SMAVLOT - Pays de la Vallée du Lot : Communes du contrat de rivière Lot aval,a383069d-dc8e-48b0-a710-f2d54c316d84
SM Geolandes - Campings des landes,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7dd0,GEOLANDES - Landes : campings,035714c2-6569-4589-a8f2-07a819ddb27c
SYSDAU - Périmètre du SYSDAU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7de4,SYSDAU1 - Aire Métropolitaine Bordelaise : Périmètre du SYSDAU,29d27068-1a5d-4b1b-846c-b2a2849dbaed
TIGF -  Postes de livraison,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-78ae,TIGF - Aquitaine : Postes de Livraison,f1c40804-31ef-4f0b-a930-78606a03e726
TIGF - Sectionnement robinets,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-7890,TIGF - Aquitaine : Postes de sectionnement et Robinets de sécurité,c11b0c91-4081-4d47-ba01-1f781347c383
TIGF - Stations de compression,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-7884,TIGF - Aquitaine : Stations de Compression,fac43944-f55c-4a0f-aca3-0f31e9e1be4e
GIP ATGeRi - Impacts de foudre 2014,FeatureTypeInfoImpl--2917b27b:14fd023f59d:-5246,GIP - Impacts de foudre (2014),7e51d2cd-180c-4f88-b971-1f5980f60d8c
